id,ClusterID,Title,Authors,Venue,Year,Citations,Source,predictClusterId
771,1800169, Semantic adaptation of schema mappings when schemas evolve,"Cong Yu, Lucian Popa",Proceedings of the 31st international conference on Very large data bases,2005,162.0,GoogleScholar,1314649.0
776,1800170, Nested mappings: schema mapping reloaded," Ariel Fuxman,  Mauricio A Hernandez,  Howard Ho,  Renee J Miller,  Paolo Papotti,  Lucian Popa",Proceedings of the 32nd international conference on Very large data bases,2006,151.0,GoogleScholar,1314650.0
790,1800173, Preserving mapping consistency under schema changes," Yannis Velegrakis,  J Miller,  Lucian Popa", The VLDB JournalThe International Journal on Very Large Data Bases,2004,100.0,GoogleScholar,1314651.0
795,1800174,Towards a theory of schema-mapping optimization,"Ronald Fagin,Phokion G. Kolaitis,Alan Nash,Lucian Popa",PODS,2008,75.0,GoogleScholar,1314652.0
801,1800175,Interactive generation of integrated schemas,"Laura Chiticariu,Phokion G. Kolaitis,Lucian Popa",SIGMOD Conference,2008,66.0,GoogleScholar,1314653.0
807,1800176, Reverse data exchange: coping with nulls," Ronald Fagin,  Phokion G Kolaitis,  Lucian Popa,  Wang-Chiew Tan", ACM Transactions on Database Systems (TODS),2011,61.0,GoogleScholar,1314654.0
816,1800178, Semi-automatic schema integration in clio," Laura Chiticariu,  Mauricio A Hernndez,  Phokion G Kolaitis,  Lucian Popa",Proceedings of the 33rd international conference on Very large data bases,2007,50.0,GoogleScholar,1314655.0
821,1800179, HIL: a high-level scripting language for entity integration," Mauricio Hernndez,  Georgia Koutrika,  Rajasekar Krishnamurthy,  Lucian Popa,  Ryan Wisnesky",Proceedings of the 16th international conference on extending database technology,2013,36.0,GoogleScholar,1314656.0
827,1800180,Top-k generation of integrated schemas based on directed and weighted correspondences,"Ahmed Radwan, Lucian Popa, Ioana R. Stanoi, Akmal Younis",SIGMOD Conference,2009,33.0,GoogleScholar,1314657.0
833,1800181,MapMerge: correlating independent schema mappings," Bogdan Alexe,  Mauricio Hernndez,  Lucian Popa,  Wang-Chiew Tan", The VLDB JournalThe International Journal on Very Large Data Bases,2012,29.0,GoogleScholar,1314658.0
836,1800182, Discovering linkage points over web data," Oktie Hassanzadeh,  Ken Q Pu,  Soheil Hassas Yeganeh,  Rene J Miller,  Lucian Popa,  Mauricio A Hernndez", Proceedings of the VLDB Endowment,2013,27.0,GoogleScholar,1314659.0
842,1800183, Midas: integrating public financial data," Sreeram Balakrishnan,  Vivian Chu,  Mauricio A Hernndez,  Howard Ho,  Rajasekar Krishnamurthy,  Shi Xia Liu",Proceedings of the 2010 ACM SIGMOD International Conference on Management of data,2010,26.0,GoogleScholar,1314660.0
845,1800184,IBM UFO repository: object-oriented data integration," Michael N Gubanov,  Lucian Popa,  Howard Ho,  Hamid Pirahesh,  Jeng-Yih Chang,  Shr-Chang Chen",Proceedings of the VLDB Endowment,2009,21.0,GoogleScholar,1314661.0
849,1800185, Creating nested mappings with Clio," Mauricio A Hernndez,  Howard Ho,  Lucian Popa,  Ariel Fuxman,  Renee J Miller,  Takeshi Fukuda",Data Engineering; 2007. ICDE 2007. IEEE 23rd International Conference on,2007,16.0,GoogleScholar,1314662.0
853,1800186, Adapting mappings in frequently changing environments," Yannis Velegrakis,  Rene J Miller,  Lucian Popa",Int. Conf of Very Large Databases (VLDB)(September 2003),2003,4.0,GoogleScholar,1314663.0
856,1800187, Optimization for physical independence in information integration components," Alin Deutsch,  Lucian Popa,  Val Tannen", PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE DATA BASES,1999,3.0,GoogleScholar,1314664.0
857,1800188,iller RJ; et a1. Translating web data," L Popa,  YM Velegrakis", VLDB Journal,2002,2.0,GoogleScholar,1314665.0
858,1800189, Hardware-oblivious parallelism for in-memory column-stores," Max Heimel,  Michael Saecker,  Holger Pirk,  Stefan Manegold,  Volker Markl", Proceedings of the VLDB Endowment,2013,85.0,GoogleScholar,1314666.0
863,1800190, Accelerating Foreign-Key Joins using Asymmetric Memory Channels.," Holger Pirk,  Stefan Manegold,  Martin L Kersten", ADMS@ VLDB,2011,42.0,GoogleScholar,1314667.0
867,1802939, CPU and cache efficient management of memory-resident databases," Holger Pirk,  Florian Funke,  Martin Grund,  Thomas Neumann,  Ulf Leser,  Stefan Manegold",Data Engineering (ICDE); 2013 IEEE 29th International Conference on,2013,30.0,GoogleScholar,1314668.0
871,1800192, Waste not Efficient co-processing of relational data," Holger Pirk,  Stefan Manegold,  Martin Kersten",Data Engineering (ICDE); 2014 IEEE 30th International Conference on,2014,27.0,GoogleScholar,1314669.0
873,1800193, Weld: A common runtime for high performance data analytics," Shoumik Palkar,  James J Thomas,  Anil Shanbhag,  Deepak Narayanan,  Holger Pirk,  Malte Schwarzkopf", Conference on Innovative Data Systems Research (CIDR),2017,21.0,GoogleScholar,1314670.0
876,1800195, Voodoo-a vector algebra for portable database performance on modern hardware," Holger Pirk,  Oscar Moll,  Matei Zaharia,  Sam Madden", Proceedings of the VLDB Endowment,2016,11.0,GoogleScholar,1314671.0
881,1800196, TELEIOS: a database-powered virtual earth observatory," Manolis Koubarakis,  Mihai Datcu,  Charalambos Kontoes,  Ugo Di Giammatteo,  Stefan Manegold,  Eva Klien", Proceedings of the VLDB Endowment,2012,7.0,GoogleScholar,1314672.0
885,1800197, The DBMS-your big data sommelier," YaÂ¢‚Â±z KargÂ¢‚Â±n,  Martin Kersten,  Stefan Manegold,  Holger Pirk",Data Engineering (ICDE); 2015 IEEE 31st International Conference on,2015,5.0,GoogleScholar,1314673.0
886,1800198, Non-invasive progressive optimization for in-memory databases,"Steffen Zeuch,Holger Pirk,Johann-Christoph Freytag",PVLDB,2016,1.0,GoogleScholar,1314674.0
891,1800199, What Makes a Good Physical plan?: Experiencing Hardware-Conscious Query Optimization with Candombl," Holger Pirk,  Oscar Moll,  Sam Madden",Proceedings of the 2016 International Conference on Management of Data,2016,0.0,GoogleScholar,1314675.0
894,1800200,...like Commanding an Anthill: A Case for Micro-Distributed (Data) Management Systems,Holger Pirk, ACM SIGMOD Record,2015,0.0,GoogleScholar,1314676.0
898,1800201,Implicit Parallelism through Deep Language Embedding,Zachary G. Ives,SIGMOD Record,2016,0.0,GoogleScholar,1314677.0
903,1800202, Materialized view selection for XQuery workloads," Asterios Katsifodimos,  Ioana Manolescu,  Vasilis Vassalos",Proceedings of the 2012 ACM SIGMOD International Conference on Management of Data,2012,27.0,GoogleScholar,1314678.0
909,1800203,Optimistic Recovery for Iterative Dataflows in Action," Sergey Dudoladov,  Chen Xu,  Sebastian Schelter,  Asterios Katsifodimos,  Stephan Ewen,  Kostas Tzoumas",Proceedings of the 2015 ACM SIGMOD International Conference on Management of Data,2015,18.0,GoogleScholar,1314679.0
914,1800204,Bridging the gap: towards optimization across linear and relational algebra,"Andreas Kunft,Alexander Alexandrov,Asterios Katsifodimos,Volker Markl",BeyondMR@SIGMOD,2016,13.0,GoogleScholar,1314680.0
919,1800205,Delta: scalable data dissemination under capacity constraints," Konstantinos Karanasos,  Asterios Katsifodimos,  Ioana Manolescu",Proceedings of the VLDB Endowment,2013,12.0,GoogleScholar,1314681.0
923,1800206,Emma in Action: Declarative Dataflows for Scalable Data Analysis,"Alexander Alexandrov,Andreas Salzmann,Georgi Krastev,Asterios Katsifodimos,Volker Markl",SIGMOD Conference,2016,2.0,GoogleScholar,1314682.0
928,1800207, Blockjoin: efficient matrix partitioning through joins," Andreas Kunft,  Asterios Katsifodimos,  Sebastian Schelter,  Tilmann Rabl,  Volker Markl", Proceedings of the VLDB Endowment,2017,1.0,GoogleScholar,1314683.0
931,1800208, Rewriting aggregate queries using views," Sara Cohen,  Werner Nutt,  Alexander Serebrenik", Proceedings of the eighteenth ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,1999,181.0,GoogleScholar,1314684.0
935,1800209,Deciding equivalences among aggregate queries," Werner Nutt,  Yehoshus Sagiv,  Sara Shurin", Proceedings of the seventeenth ACM SIGACT-SIGMOD-SIGART symposium on Principles of database systems,1998,76.0,GoogleScholar,1314685.0
941,1800210,Rewriting queries with arbitrary aggregation functions using views," Sara Cohen,  Werner Nutt,  Yehoshua Sagiv", ACM Transactions on Database Systems (TODS),2006,52.0,GoogleScholar,1314686.0
946,1800211,Queries with incomplete answers over semistructured data,"Yaron Kanza, Werner Nutt, Yehoshua Sagiv", Proceedings of the eighteenth ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,1999,41.0,GoogleScholar,1314687.0
956,1800213,Identifying the Extent of Completeness of Query Answers over Partially Complete Databases," Simon Razniewski,  Flip Korn,  Werner Nutt,  Divesh Srivastava",Proceedings of the 2015 ACM SIGMOD International Conference on Management of Data,2015,17.0,GoogleScholar,1314688.0
961,1804014,Capturing continuous data and answering aggregate queries in probabilistic XML,"Serge Abiteboul, T.-H. HUBERT Chan, Evgeny Kharlamov, Werner Nutt, Pierre Senellart",ACM Trans. Database Syst.,2011,14.0,GoogleScholar,1314689.0
966,1800215,Complete approximations of incomplete queries," Ognjen Savkovi,  Paramita Mirza,  Alex Tomasi,  Werner Nutt",PVLDB,2013,5.0,GoogleScholar,1314690.0
972,1800216,Intelligent access to heterogeneous information sources: report on the 4th workshop on knowledge representation meets databases,"Franz Baader, Manfred A. Jeusfeld, Werner Nutt",ACM SIGMOD Record,1997,0.0,GoogleScholar,1314691.0
987,1800220, Learning linear regression models over factorized joins," Maximilian Schleich,  Dan Olteanu,  Radu Ciucanu",Proceedings of the 2016 International Conference on Management of Data,2016,34.0,GoogleScholar,1314692.0
996,1800224, Interactive inference of join queries," Angela Bonifati,  Radu Ciucanu,  Slawomir Staworko",EDBT 2014,2014,20.0,GoogleScholar,1314693.0
1004,1800226,The iBench integration metadata generator," Patricia C Arocena,  Boris Glavic,  Radu Ciucanu,  Rene J Miller",Proceedings of the VLDB Endowment,2015,15.0,GoogleScholar,1314694.0
1012,1800230, Gain control over your integration evaluations," Patricia C Arocena,  Radu Ciucanu,  Boris Glavic,  Rene J Miller", Proceedings of the VLDB Endowment,2015,3.0,GoogleScholar,1314695.0
1018,1800231, Learning queries for relational; semi-structured; and graph databases, Radu Ciucanu,SIGMOD/PODS 2013 PhD Symposium,2013,3.0,GoogleScholar,1314696.0
1022,1800233, SOFYA: Semantic on-the-fly Relation Alignment," Maria Koutraki,  Nicoleta Preda,  Dan Vodislav",EDBT 2016,2016,2.0,GoogleScholar,1314697.0
1024,1800234, The end of an architectural era:(it's time for a complete rewrite)," Michael Stonebraker,  Samuel Madden,  Daniel J Abadi,  Stavros Harizopoulos,  Nabil Hachem,  Pat Helland",Proceedings of the 33rd international conference on Very large data bases,2007,29.0,GoogleScholar,1314698.0
1028,1800235, OLTP through the looking glass; and what we found there," Stavros Harizopoulos,  Daniel J Abadi,  Samuel Madden,  Michael Stonebraker",Proceedings of the 2008 ACM SIGMOD international conference on Management of data,2008,283.0,GoogleScholar,1314699.0
1037,1800237,Analyzing the energy efficiency of a database server,"Dimitris Tsirogiannis,Stavros Harizopoulos,Mehul A. Shah",SIGMOD Conference,2010,223.0,GoogleScholar,1314700.0
1042,1800238,Performance tradeoffs in read-optimized databases," Stavros Harizopoulos,  Velen Liang,  Daniel J Abadi,  Samuel Madden",Proceedings of the 32nd international conference on Very large data bases,2006,211.0,GoogleScholar,1314701.0
1047,1800239, QPipe: a simultaneously pipelined relational query engine," Stavros Harizopoulos,  Vladislav Shkapenyuk,  Anastassia Ailamaki",Proceedings of the 2005 ACM SIGMOD international conference on Management of data,2005,174.0,GoogleScholar,1314702.0
1051,1800240,Query processing techniques for solid state drives," Dimitris Tsirogiannis,  Stavros Harizopoulos,  Mehul A Shah,  Janet L Wiener,  Goetz Graefe",Proceedings of the 2009 ACM SIGMOD International Conference on Management of data,2009,155.0,GoogleScholar,1314703.0
1057,1800241,One size fits all? Part 2: Benchmarking results," Michael Stonebraker,  Chuck Bear,  Uur etintemel,  Mitch Cherniack,  Tingjian Ge,  Nabil Hachem",In CIDR,2007,14.0,GoogleScholar,1314704.0
1061,1800243, STEPS towards cache-resident transaction processing," Stavros Harizopoulos,  Anastassia Ailamaki",Proceedings of the Thirtieth international conference on Very large data bases-Volume 30,2004,48.0,GoogleScholar,1314705.0
1065,1800244, Towards energy-efficient database cluster design," Willis Lang,  Stavros Harizopoulos,  Jignesh M Patel,  Mehul A Shah,  Dimitris Tsirogiannis", Proceedings of the VLDB Endowment,2012,42.0,GoogleScholar,1314706.0
1071,1800245,Improving instruction cache performance in OLTP," Stavros Harizopoulos,  Anastassia Ailamaki", ACM transactions on database systems,2006,33.0,GoogleScholar,1314707.0
1076,1800246, Query co-processing on commodity processors," Anastassia Ailamaki,  Naga K Govindaraju,  Stavros Harizopoulos,  Dinesh Manocha", VLDB,2006,32.0,GoogleScholar,1314708.0
1080,1800428,Repeatability and workability evaluation of SIGMOD 2011," Philippe Bonnet,  Stefan Manegold,  Matias Bjrling,  Wei Cao,  Javier Gonzalez,  Joel Granados", ACM SIGMOD Record,2011,25.0,GoogleScholar,1314709.0
1081,1800248, Simultaneous pipelining in QPipe: Exploiting work sharing opportunities across queries," Kun Gao,  Stavros Harizopoulos,  Ippokratis Pandis,  Vladislav Shkapenyuk,  Anastassia Ailamaki",Data Engineering; 2006. ICDE'06. Proceedings of the 22nd International Conference on,2006,12.0,GoogleScholar,1314710.0
1086,1801634,CloudAlloc: a monitoring and reservation system for compute clusters,"Enrico Iori,Alkis Simitsis,Themis Palpanas,Kevin Wilkinson,Stavros Harizopoulos",SIGMOD Conference,2012,3.0,GoogleScholar,1314711.0
1091,1800250,Semantic Query Optimization for Query Plans of Heterogeneous Multidatabase Systems,"Chun-Nan Hsu,Craig A. Knoblock",IEEE Trans. Knowl. Data Eng.,2000,64.0,GoogleScholar,1314712.0
1096,1800251,Time-Aware Ranking in Dynamic Citation Networks,"Rumi Ghosh,Tsung-Ting Kuo,Chun-Nan Hsu,Shou-De Lin,Kristina Lerman",Data Mining Workshops (ICDMW); 2011 IEEE 11th International Conference on,2011,23.0,GoogleScholar,1314713.0
1101,1800252,Training Conditional Random Fields by Periodic Step Size Adaptation for Large-Scale Text Mining,"Han-Shen Huang,Yu-Ming Chang,Chun-Nan Hsu",Data Mining; 2007. ICDM 2007. Seventh IEEE International Conference on,2007,10.0,GoogleScholar,1314714.0
1106,1800253,Global and Componentwise Extrapolation for Accelerating Data Mining from Large Incomplete Data Sets with the EM Algorithm,"Chun-Nan Hsu,Han-Shen Huang,Bo-Hou Yang",Data Mining; 2006. ICDM'06. Sixth International Conference on,2006,7.0,GoogleScholar,1314715.0
1116,1800255, The Hybrid Poisson Aspect Model for Personalized Shopping Recommendation.,"Chun-Nan Hsu,Hao-Hsiang Chung,Han-Shen Huang",ICDM,2003,3.0,GoogleScholar,1314716.0
1125,1800257,Closest pair queries in spatial databases," Antonio Corral,  Yannis Manolopoulos,  Yannis Theodoridis,  Michael Vassilakopoulos", ACM SIGMOD Record,2000,378.0,GoogleScholar,1314717.0
1129,1800258,C2P: Clustering based on Closest Pairs," Alexandros Nanopoulos,  Yannis Theodoridis,  Yannis Manolopoulos", VLDB,2001,236.0,GoogleScholar,1314718.0
1133,1800259,A Data Mining Algorithm for Generalized Web Prefetching,"Alexandros Nanopoulos,Dimitrios Katsaros,Yannis Manolopoulos",IEEE Trans. Knowl. Data Eng.,2003,207.0,GoogleScholar,1314719.0
1138,1800260,A Unified Framework for Providing Recommendations in Social Tagging Systems Based on Ternary Semantic Analysis,"Panagiotis Symeonidis,Alexandros Nanopoulos,Yannis Manolopoulos", IEEE Transactions on Knowledge and Data Engineering,2010,196.0,GoogleScholar,1314720.0
1144,1800261,Continuous monitoring of distance-based outliers over data streams,"Maria Kontaki,Anastasios Gounaris,Apostolos N. Papadopoulos,Kostas Tsichlas,Yannis Manolopoulos",Data Engineering (ICDE); 2011 IEEE 27th International Conference on,2011,73.0,GoogleScholar,1314721.0
1149,1800262, Analysis of the n-dimensional quadtree decomposition for arbitrary hyperrectangles," Christos Faloutsos,  HV Jagadish,  Yannis Manolopoulos", IEEE Transactions on Knowledge and Data Engineering,1997,70.0,GoogleScholar,1314722.0
1152,1800263,A citation-based system to assist prize awarding,"Antonis Sidiropoulos, Yannis Manolopoulos",ACM SIGMOD Record,2005,57.0,GoogleScholar,1314723.0
